time_interval,epoch,total_B_gen,total_B_adm,total_B_drop,total_N_gen,total_N_adm,total_N_drop,drop_ratio,P_q_max,P_q_mean,P_q_std,fairness_P,fairness_B,imbalance_B,lat_n,lat_mean_ns,lat_p50_ns,lat_p95_ns,lat_p99_ns,lat_p999_ns,lat_max_ns,handoffs_committed,handoffs_pending,released_buffered_bytes,released_buffered_pkts,released_buffered_pkts_dropped_at_dst,handoff_buffer_overflow_pkts,pcie_drop_pkts,pcie_accept_pkts,pcie_accept_bytes,pcie_fifo_peak_bytes,P_q[0],B_q_gen[0],B_q_drop[0],K_q[0],P_q[1],B_q_gen[1],B_q_drop[1],K_q[1],P_q[2],B_q_gen[2],B_q_drop[2],K_q[2],P_q[3],B_q_gen[3],B_q_drop[3],K_q[3]
238,238,1369500.0,1369500.0,0.0,913,913,0,0.0,0.0029296875,0.00185546875,0.0008789062499999999,0.8167420814479637,0.9404618994968071,0.1338992332968234,913,22489.272502594587,16122.626056402922,65780.486647433,101824.84469872355,113341.3005325922,115790.32203024626,0,0,0.0,0,0,0,0,913,1369500.0,26532.0,0.0029296875,421500.0,0.0,313,0.00234375,432000.0,0.0,290,0.0005859375,234000.0,0.0,157,0.0015625,282000.0,0.0,187
239,239,1383000.0,1383000.0,0.0,922,922,0,0.0,0.0042968749999999995,0.0018066406249999999,0.0015708699162251378,0.5696251441284835,0.9320851205670027,0.1420824295010843,922,13970.866884513429,13082.124769851565,27869.035312263666,31247.04501750319,32109.92827945882,32630.316995054483,0,0,0.0,0,0,0,0,922,1383000.0,20160.0,0.0017578124999999998,442500.0,0.0,297,0.0042968749999999995,433500.0,0.0,287,0.0,234000.0,0.0,157,0.001171875,273000.0,0.0,182
240,240,1386000.0,1386000.0,0.0,924,924,0,0.0,0.002734375,0.001123046875,0.001174922794483981,0.47786195364863254,0.9372925119881962,0.13636363636363602,924,13814.549411127835,13198.550263822079,27519.658091506353,31075.137889802445,34551.104763122676,34943.58352217078,0,0,0.0,0,0,0,0,924,1386000.0,20452.0,0.002734375,430500.0,0.0,286,0.0017578124999999998,439500.0,0.0,296,0.0,238500.0,0.0,159,0.0,277500.0,0.0,187
241,241,1344000.0,1344000.0,0.0,896,896,0,0.0,0.002734375,0.001123046875,0.001174922794483981,0.47786195364863254,0.9469403161122907,0.13169642857142838,896,13376.808949343993,12681.126548677683,26567.96043998003,29244.814921037847,31928.978335123073,32482.120947122574,0,0,0.0,0,0,0,0,896,1344000.0,20356.0,0.0017578124999999998,381000.0,0.0,255,0.002734375,439500.0,0.0,292,0.0,234000.0,0.0,156,0.0,289500.0,0.0,193
242,242,1360500.0,1360500.0,0.0,907,907,0,0.0,0.001171875,0.0005859375,0.0005859375,0.5008533327119551,0.9518447981413173,0.12045203969128981,907,13307.62960856706,12771.63902541995,26491.2206736952,29471.54335766851,32214.85253366041,34304.97621500492,0,0,0.0,0,0,0,0,907,1360500.0,19620.0,0.001171875,409500.0,0.0,274,0.001171875,418500.0,0.0,281,0.0,238500.0,0.0,159,0.0,294000.0,0.0,196
243,243,1405500.0,1405500.0,0.0,937,937,0,0.0,0.003125,0.00107421875,0.0012770211748654317,0.4147693303717183,0.9404728238747134,0.12940234791888994,937,13624.265337556346,12861.427406907082,27441.36211468577,30172.294445753094,32083.439552553595,33618.5831438303,0,0,0.0,0,0,0,0,937,1405500.0,22108.0,0.001171875,438000.0,0.0,292,0.003125,441000.0,0.0,292,0.0,253500.0,0.0,169,0.0,273000.0,0.0,182
244,244,1501500.0,1501500.0,0.0,1001,1001,0,0.0,0.03359375,0.0091796875,0.014153082823822122,0.2961448582670202,0.9031038983044737,0.1775724275724273,1001,31118.1228087498,17561.129805147648,103262.90480828285,119477.90124240518,124186.5760320723,126699.15786388516,0,0,0.0,0,0,0,0,1001,1501500.0,21728.0,0.003125,453000.0,0.0,300,0.03359375,535500.0,0.0,325,0.0,240000.0,0.0,160,0.0,273000.0,0.0,182
245,245,1495500.0,1495500.0,0.0,997,997,0,0.0,0.015234375,0.003955078125,0.00651649699791071,0.2692704303457861,0.933920551703403,0.1351554663991974,997,42677.7240412055,18637.24509754777,114287.7757653117,123686.1172787988,127475.29070327894,129256.66766926646,0,0,0.0,0,0,0,0,997,1495500.0,21008.0,0.0005859375,468000.0,0.0,315,0.015234375,478500.0,0.0,329,0.0,276000.0,0.0,184,0.0,273000.0,0.0,182
246,246,1405500.0,1405500.0,0.0,937,937,0,0.0,0.0146484375,0.00380859375,0.00626295654094686,0.27003893717724214,0.9263738884175963,0.15394877267876184,937,34610.60111454364,17236.534468889236,89286.47905724049,95806.35156770825,100246.65036873269,100357.8098988831,0,0,0.0,0,0,0,0,937,1405500.0,17304.0,0.0005859375,409500.0,0.0,273,0.0146484375,483000.0,0.0,323,0.0,240000.0,0.0,160,0.0,273000.0,0.0,182
247,247,1479000.0,1479000.0,0.0,986,986,0,0.0,0.0263671875,0.006982421875,0.011197195103781067,0.2800052620194661,0.9278025057069346,0.1506085192697766,986,44909.40186494604,17440.227710217237,124643.6408546865,132726.55726409555,135774.37685509157,137085.6752809584,0,0,0.0,0,0,0,0,986,1479000.0,19204.0,0.0005859375,429000.0,0.0,286,0.0263671875,508500.0,0.0,327,0.0009765625,261000.0,0.0,173,0.0,280500.0,0.0,187
248,248,1450500.0,1450500.0,0.0,967,967,0,0.0,0.008203125,0.00341796875,0.003552057320209612,0.4809098905026968,0.942413437234184,0.12435367114787987,967,35783.20590798984,17904.978421241045,108436.17541950344,122433.07780553283,128942.85574171388,129037.41350230575,0,0,0.0,0,0,0,0,967,1450500.0,22036.0,0.00546875,450000.0,0.0,295,0.008203125,454500.0,0.0,326,0.0,273000.0,0.0,183,0.0,273000.0,0.0,182
249,249,1476000.0,1476000.0,0.0,984,984,0,0.0,0.001171875,0.00043945312499999996,0.0004858337095247167,0.45102405706110843,0.9388220510553138,0.13211382113821113,984,26018.63459381873,22124.131936445832,56894.83956927208,65944.08042703629,71573.07361590768,71598.6308387518,0,0,0.0,0,0,0,0,984,1476000.0,19148.0,0.0005859375,475500.0,0.0,322,0.001171875,450000.0,0.0,312,0.0,277500.0,0.0,185,0.0,273000.0,0.0,182
250,250,1462500.0,1462500.0,0.0,975,975,0,0.0,0.0015625,0.000927734375,0.0005756751036402147,0.7223890209328415,0.9556670996175823,0.11666666666666647,975,13906.754714039533,13460.423723250628,27651.13101623058,30950.332041248083,33164.32344972454,35915.8973274827,0,0,0.0,0,0,0,0,975,1462500.0,21616.0,0.0015625,462000.0,0.0,307,0.001171875,423000.0,0.0,282,0.0,303000.0,0.0,202,0.0009765625,274500.0,0.0,182
251,251,1527000.0,1527000.0,0.0,1018,1018,0,0.0,0.0099609375,0.005126953125,0.003620861453410627,0.6672113289760349,0.9338405974711285,0.1370333988212178,1018,17875.259696962265,15824.685960099101,40146.149503707886,50986.53046729565,54636.78536255835,56262.51947656274,0,0,0.0,0,0,0,0,1018,1527000.0,20752.0,0.00703125,471000.0,0.0,308,0.0099609375,495000.0,0.0,321,0.0029296875,282000.0,0.0,185,0.0005859375,279000.0,0.0,186
252,252,1486500.0,1486500.0,0.0,991,991,0,0.0,0.034765625,0.012646484375,0.01280926547277026,0.4936055923473141,0.9161921269950257,0.16725529767911174,991,32224.61913278705,18374.386597782373,101096.87759067118,113663.06794230342,117644.36876583275,120453.08010393381,0,0,0.0,0,0,0,0,991,1486500.0,20904.0,0.0056640625,421500.0,0.0,280,0.034765625,529500.0,0.0,324,0.0037109375,240000.0,0.0,158,0.0064453125000000005,295500.0,0.0,191
253,253,1438500.0,1438500.0,0.0,959,959,0,0.0,0.02734375,0.01015625,0.009936973317902345,0.5109116674539443,0.9251169874180686,0.1566736183524502,959,48382.362597368185,17349.45913887024,128932.14096309539,137160.2888480228,141143.46950345876,141582.266359061,0,0,0.0,0,0,0,0,959,1438500.0,17632.0,0.0052734374999999995,424500.0,0.0,283,0.02734375,490500.0,0.0,323,0.0039062499999999996,235500.0,0.0,156,0.0041015625,288000.0,0.0,192
254,254,1522500.0,1522500.0,0.0,1015,1015,0,0.0,0.039453125,0.012646484375,0.015489755875379619,0.399967802714112,0.9237598318586293,0.15788177339901455,1015,56365.41615177381,18019.975562244654,158361.38282724321,168973.79066717924,173710.84320750926,175209.67574623227,0,0,0.0,0,0,0,0,1015,1522500.0,19200.0,0.0046875,462000.0,0.0,309,0.039453125,507000.0,0.0,324,0.0029296875,234000.0,0.0,157,0.0035156249999999997,319500.0,0.0,214
255,255,1449000.0,1449000.0,0.0,966,966,0,0.0,0.0322265625,0.010693359375,0.012459785623436,0.4241483603947787,0.9290385013619638,0.15269151138716341,966,68254.75511893225,17241.931139335036,195080.3848626241,203566.3784498155,206979.43991365485,209128.2258360982,0,0,0.0,0,0,0,0,966,1449000.0,21688.0,0.0046875,429000.0,0.0,286,0.0322265625,486000.0,0.0,327,0.00234375,234000.0,0.0,157,0.0035156249999999997,300000.0,0.0,200
256,256,1456500.0,1456500.0,0.0,971,971,0,0.0,0.0361328125,0.011376953125,0.014306807272920203,0.3873911802483231,0.9492006443169234,0.12641606591143129,971,60589.10714706235,17263.408483356237,168079.46278364956,177073.65750717517,183100.44938700434,184841.86746814847,0,0,0.0,0,0,0,0,971,1456500.0,18484.0,0.0041015625,391500.0,0.0,262,0.0361328125,489000.0,0.0,322,0.00234375,273000.0,0.0,182,0.0029296875,303000.0,0.0,203
257,257,1443000.0,1443000.0,0.0,962,962,0,0.0,0.024023437499999998,0.00791015625,0.009324510036820048,0.4184845005740529,0.9470131720055995,0.1294178794178793,962,58735.76746098173,17016.052964657545,174315.30823806374,183465.01450127215,188447.27081353706,188505.2430101037,0,0,0.0,0,0,0,0,962,1443000.0,21476.0,0.0035156249999999997,420000.0,0.0,281,0.024023437499999998,466500.0,0.0,329,0.0017578124999999998,258000.0,0.0,173,0.00234375,298500.0,0.0,200
258,258,1341000.0,1341000.0,0.0,894,894,0,0.0,0.0035156249999999997,0.0026367187499999997,0.0006550980402831415,0.941860465116279,0.9622764180657093,0.11017897091722562,894,24737.592669695383,14980.292577415705,99113.51432235539,117095.52368466042,128416.73461660795,130684.02757829428,0,0,0.0,0,0,0,0,894,1341000.0,19704.0,0.0029296875,373500.0,0.0,250,0.0035156249999999997,417000.0,0.0,313,0.0017578124999999998,241500.0,0.0,161,0.00234375,309000.0,0.0,206
259,259,1353000.0,1353000.0,0.0,902,902,0,0.0,0.0044921875000000005,0.002978515625,0.0012381564778423796,0.8526581118240145,0.9559575508055571,0.11363636363636331,902,13477.431409254967,12900.89904434979,26808.537864880265,29812.32810166806,31974.31826157145,32792.08011081815,0,0,0.0,0,0,0,0,902,1353000.0,20512.0,0.0039062499999999996,406500.0,0.0,270,0.0044921875000000005,412500.0,0.0,274,0.0017578124999999998,247500.0,0.0,165,0.0017578124999999998,286500.0,0.0,192
260,260,1468500.0,1468500.0,0.0,979,979,0,0.0,0.0044921875000000005,0.0025878906250000003,0.0012685919000748616,0.8062571756601609,0.9543601559730592,0.11618998978549522,979,15172.396399678626,14208.055804342031,30874.24332331419,38734.989629803924,46013.61614304117,46725.532517284155,0,0,0.0,0,0,0,0,979,1468500.0,21540.0,0.0044921875000000005,453000.0,0.0,301,0.0029296875,439500.0,0.0,295,0.001171875,270000.0,0.0,181,0.0017578124999999998,306000.0,0.0,204
261,261,1405500.0,1405500.0,0.0,937,937,0,0.0,0.0029296875,0.001904296875,0.0010461076799623316,0.768181818181818,0.9502199219883026,0.12620064034151524,937,13584.046601814642,12989.461472421885,26857.207143509386,29660.46489889979,32985.701517627465,33219.254283845425,0,0,0.0,0,0,0,0,937,1405500.0,20760.0,0.0029296875,451500.0,0.0,303,0.0029296875,405000.0,0.0,270,0.0005859375,250500.0,0.0,168,0.001171875,298500.0,0.0,200
262,262,1402500.0,1402500.0,0.0,935,935,0,0.0,0.00234375,0.001611328125,0.0007611551400449168,0.8175675675675674,0.9562857967945324,0.11791443850267358,935,13644.069193304063,12814.006378084421,26961.448346227407,29787.759299086927,33345.8564178959,34738.55511543155,0,0,0.0,0,0,0,0,935,1402500.0,19180.0,0.00234375,444000.0,0.0,297,0.00234375,400500.0,0.0,268,0.0005859375,256500.0,0.0,171,0.001171875,301500.0,0.0,201
263,263,1372500.0,1372500.0,0.0,915,915,0,0.0,0.0033203125,0.0015624999999999999,0.0011960399134683486,0.6307436207365379,0.9544158082652768,0.11721311475409824,915,13649.40878930802,12992.397893458605,27399.13623850345,30381.49177471459,32478.982275618688,33556.06262898445,0,0,0.0,0,0,0,0,915,1372500.0,21360.0,0.0017578124999999998,409500.0,0.0,274,0.0033203125,423000.0,0.0,281,0.0,247500.0,0.0,166,0.001171875,292500.0,0.0,195
264,264,1494000.0,1494000.0,0.0,996,996,0,0.0,0.0029296875,0.001953125,0.000884314954896232,0.829875518672199,0.9573891492499286,0.10692771084337327,996,14224.15785712623,13719.221700310707,28302.387363545597,31596.30826454162,33374.33678631141,34621.162649422884,0,0,0.0,0,0,0,0,996,1494000.0,19876.0,0.002734375,453000.0,0.0,301,0.0029296875,451500.0,0.0,301,0.0009765625,291000.0,0.0,193,0.001171875,298500.0,0.0,199
265,265,1387500.0,1387500.0,0.0,925,925,0,0.0,0.0017578124999999998,0.000732421875,0.0007611551400449168,0.4814256493489819,0.9653723953984809,0.1013513513513511,925,13189.25179877526,12586.487861961126,26544.401574879885,29636.0871424067,32714.14015748742,34001.63148140907,0,0,0.0,0,0,0,0,925,1387500.0,19868.0,0.001171875,391500.0,0.0,263,0.0017578124999999998,430500.0,0.0,289,0.0,277500.0,0.0,186,0.0,288000.0,0.0,194
266,266,1317000.0,1317000.0,0.0,878,878,0,0.0,0.0021484374999999997,0.0008300781249999999,0.0008990211249766585,0.4607454908157119,0.9662040889994085,0.10250569476081983,878,13319.282860488616,12608.59759171307,26563.53507746309,29674.566684158744,31223.439785838615,31450.614074110985,0,0,0.0,0,0,0,0,878,1317000.0,21224.0,0.0021484374999999997,376500.0,0.0,250,0.001171875,399000.0,0.0,267,0.0,246000.0,0.0,164,0.0,295500.0,0.0,197
267,267,1419000.0,1419000.0,0.0,946,946,0,0.0,0.0041015625,0.001318359375,0.0016765903040419333,0.3823652959485249,0.9425565797677828,0.13477801268498912,946,14755.269524529042,14186.412792637944,29470.9968046546,35302.7380942866,38561.35467678482,39629.12275376916,0,0,0.0,0,0,0,0,946,1419000.0,23564.0,0.001171875,424500.0,0.0,284,0.0041015625,451500.0,0.0,298,0.0,235500.0,0.0,157,0.0,307500.0,0.0,205
268,268,1420500.0,1420500.0,0.0,947,947,0,0.0,0.00234375,0.001123046875,0.0011251678341604404,0.49950098123080366,0.953415165187513,0.12117212249208009,947,13799.441200662817,13201.698424637318,27444.75440157652,30728.478505292536,33746.247978164305,34000.30515682697,0,0,0.0,0,0,0,0,947,1420500.0,22936.0,0.0021484374999999997,414000.0,0.0,275,0.00234375,447000.0,0.0,299,0.0,253500.0,0.0,169,0.0,306000.0,0.0,204
269,269,1507500.0,1507500.0,0.0,1005,1005,0,0.0,0.023828125,0.0062499999999999995,0.010160005315343713,0.2745747568243147,0.9300311598766865,0.1514925373134326,1005,23848.628233251526,16002.743875026703,75845.12643482685,90394.52994374037,99027.69099591656,100621.70883023739,0,0,0.0,0,0,0,0,1005,1507500.0,19588.0,0.001171875,430500.0,0.0,288,0.023828125,517500.0,0.0,323,0.0,255000.0,0.0,170,0.0,304500.0,0.0,203
270,270,1564500.0,1564500.0,0.0,1043,1043,0,0.0,0.042578125,0.012402343750000001,0.017656887346765487,0.3304035331604208,0.9181307032439494,0.16323106423777545,1043,58479.25247743243,27035.55337816477,165781.1984234512,178984.27408268207,186194.52476251475,187532.36008298397,0,0,0.0,0,0,0,0,1043,1564500.0,19368.0,0.00703125,483000.0,0.0,316,0.042578125,522000.0,0.0,320,0.0,234000.0,0.0,156,0.0,325500.0,0.0,217
271,271,1536000.0,1536000.0,0.0,1024,1024,0,0.0,0.06484375,0.016357421875,0.027994616604043232,0.2545332632956512,0.9211998538134998,0.16113281249999978,1024,86219.16361259465,19724.915394037962,263731.2452365637,280344.7538940823,285554.58667383983,287106.43909978867,0,0,0.0,0,0,0,0,1024,1536000.0,20672.0,0.0005859375,438000.0,0.0,299,0.06484375,540000.0,0.0,326,0.0,255000.0,0.0,170,0.0,303000.0,0.0,202
272,272,1494000.0,1494000.0,0.0,996,996,0,0.0,0.050390625,0.013232421875,0.021460558087717088,0.2754706278686977,0.9355181857275423,0.1430722891566263,996,102519.12278076612,17884.373409450054,296441.1363207996,303893.3478031516,309054.4937487808,311301.7056168914,0,0,0.0,0,0,0,0,996,1494000.0,20004.0,0.0015625,444000.0,0.0,295,0.050390625,493500.0,0.0,331,0.0009765625,256500.0,0.0,170,0.0,300000.0,0.0,200
273,273,1507500.0,1507500.0,0.0,1005,1005,0,0.0,0.026953124999999998,0.008251953125,0.011076453250922564,0.3569665227442676,0.9456135850413251,0.13308457711442756,1005,77431.58886406185,21656.50524419546,258624.4906790614,270030.881137445,274016.5537221038,275445.85979896784,0,0,0.0,0,0,0,0,1005,1507500.0,22492.0,0.0060546875,486000.0,0.0,319,0.026953124999999998,435000.0,0.0,330,0.0,252000.0,0.0,169,0.0,334500.0,0.0,223
274,274,1483500.0,1483500.0,0.0,989,989,0,0.0,0.0119140625,0.00341796875,0.004957437557225412,0.3222931113405994,0.9338597817826304,0.14838220424671356,989,43198.53094551295,36571.09359371662,126904.83713706731,153939.52266703369,165710.29665102347,168478.71477419138,0,0,0.0,0,0,0,0,989,1483500.0,23952.0,0.0119140625,498000.0,0.0,324,0.0017578124999999998,426000.0,0.0,327,0.0,240000.0,0.0,160,0.0,319500.0,0.0,213
275,275,1552500.0,1552500.0,0.0,1035,1035,0,0.0,0.0134765625,0.00576171875,0.0045606618862639135,0.6148004238784882,0.9550967021758435,0.11376811594202874,1035,24326.51710811715,18524.97599977255,60703.6126977086,71477.37410229562,75243.05037782881,77724.42419523,0,0,0.0,0,0,0,0,1035,1552500.0,22308.0,0.0046875,463500.0,0.0,316,0.0134765625,480000.0,0.0,308,0.0029296875,294000.0,0.0,193,0.001953125,315000.0,0.0,208
276,276,1509000.0,1509000.0,0.0,1006,1006,0,0.0,0.0095703125,0.005810546875,0.002316635969585246,0.8628442602973435,0.9414638684230111,0.1287276341948309,1006,19956.86142043559,17059.425343245268,45863.02532082796,53965.13678658609,59344.31733868301,61754.1688452363,0,0,0.0,0,0,0,0,1006,1509000.0,16672.0,0.0095703125,474000.0,0.0,311,0.005859375,468000.0,0.0,317,0.0037109375,273000.0,0.0,180,0.0041015625,294000.0,0.0,193
277,277,1498500.0,1498500.0,0.0,999,999,0,0.0,0.0095703125,0.006298828125,0.0029145932775240997,0.8236487824193228,0.9273137290611283,0.14439439439439417,999,18305.551180310733,17062.40336871147,36339.216708433625,43564.17808049202,49889.0952446959,49924.34702271223,0,0,0.0,0,0,0,0,999,1498500.0,20756.0,0.0095703125,484500.0,0.0,321,0.0087890625,474000.0,0.0,313,0.0029296875,261000.0,0.0,174,0.0039062499999999996,279000.0,0.0,185
278,278,1512000.0,1512000.0,0.0,1008,1008,0,0.0,0.0064453125,0.004541015625,0.0013973718770756039,0.9134980988593159,0.9393735438778151,0.1284722222222221,1008,16930.335425619687,15760.63780450821,34531.05577556193,39154.963925486794,40861.59391890872,42537.728583693504,0,0,0.0,0,0,0,0,1008,1512000.0,22720.0,0.0052734374999999995,471000.0,0.0,320,0.0064453125,477000.0,0.0,320,0.0029296875,280500.0,0.0,187,0.0035156249999999997,283500.0,0.0,189
279,279,1467000.0,1467000.0,0.0,978,978,0,0.0,0.0064453125,0.004101562499999999,0.0016046559301909162,0.8672566371681413,0.9324128303711386,0.1416155419222902,978,16688.803266670988,15157.34301763773,37725.07419549822,46075.045379893185,50526.79084606109,52159.79876321554,0,0,0.0,0,0,0,0,978,1467000.0,21024.0,0.0046875,442500.0,0.0,296,0.0064453125,486000.0,0.0,324,0.00234375,265500.0,0.0,178,0.0029296875,273000.0,0.0,183
280,280,1488000.0,1488000.0,0.0,992,992,0,0.0,0.0103515625,0.005322265624999999,0.0029761132729825735,0.7617978968966399,0.9350025463860321,0.13659274193548376,992,19570.57457563972,17345.78391304612,43736.82203694284,50816.58035979212,53857.634486006675,53918.583425700665,0,0,0.0,0,0,0,0,992,1488000.0,20276.0,0.0046875,454500.0,0.0,303,0.0103515625,484500.0,0.0,319,0.0033203125,276000.0,0.0,183,0.0029296875,273000.0,0.0,182
281,281,1479000.0,1479000.0,0.0,986,986,0,0.0,0.0052734374999999995,0.003515625,0.001242961138804478,0.8888888888888891,0.9315220224133438,0.14148073022312357,986,21962.459144155408,17752.380707263947,52471.79553550482,56867.671080553526,60773.06814462542,61155.032625854015,0,0,0.0,0,0,0,0,986,1479000.0,22148.0,0.0041015625,462000.0,0.0,309,0.0052734374999999995,477000.0,0.0,324,0.00234375,258000.0,0.0,173,0.00234375,282000.0,0.0,189
282,282,1401000.0,1401000.0,0.0,934,934,0,0.0,0.005078125,0.0033203125,0.0013318536813462752,0.8614008941877792,0.9439529428059453,0.12955032119914334,934,13718.684255267492,12965.202383756638,27101.499696329236,30620.661560583114,34816.91583955419,35006.57626849413,0,0,0.0,0,0,0,0,934,1401000.0,23016.0,0.005078125,454500.0,0.0,302,0.0041015625,414000.0,0.0,278,0.0017578124999999998,259500.0,0.0,174,0.00234375,273000.0,0.0,182
283,283,1386000.0,1386000.0,0.0,924,924,0,0.0,0.0035156249999999997,0.002490234375,0.0010461076799623313,0.85,0.931484132248717,0.1482683982683981,924,14340.918293551385,13580.222129046917,27802.19660628438,31266.514366492032,33054.203844859476,34240.87883925438,0,0,0.0,0,0,0,0,924,1386000.0,23096.0,0.0035156249999999997,471000.0,0.0,316,0.0035156249999999997,402000.0,0.0,269,0.001171875,240000.0,0.0,161,0.0017578124999999998,273000.0,0.0,183
284,284,1408500.0,1408500.0,0.0,939,939,0,0.0,0.00546875,0.00322265625,0.001803338409435487,0.7615384615384615,0.9252406176938478,0.15202342917997846,939,14344.836534525703,13690.192257404327,28529.94575591683,31531.45942148447,34094.215318568495,36370.15820026398,0,0,0.0,0,0,0,0,939,1408500.0,22524.0,0.0044921875000000005,465000.0,0.0,309,0.00546875,436500.0,0.0,289,0.001171875,234000.0,0.0,156,0.0017578124999999998,273000.0,0.0,182
285,285,1470000.0,1470000.0,0.0,980,980,0,0.0,0.005078125,0.0024414062499999996,0.0017496555534344646,0.6606765327695557,0.9332317570876639,0.13571428571428545,980,15873.210309909071,14878.047883450985,31778.878663188218,37288.56354374767,41488.44948424866,42339.40714967251,0,0,0.0,0,0,0,0,980,1470000.0,20092.0,0.005078125,468000.0,0.0,311,0.0029296875,463500.0,0.0,312,0.0005859375,265500.0,0.0,178,0.001171875,273000.0,0.0,183
286,286,1452000.0,1452000.0,0.0,968,968,0,0.0,0.0041015625,0.0021484374999999997,0.0018682740693075188,0.5695442724980452,0.9347581462534815,0.13842975206611552,968,14700.294833105027,13988.764388859272,29092.924840554595,32122.411434546717,34905.746082518664,36770.335407972336,0,0,0.0,0,0,0,0,968,1452000.0,21372.0,0.0041015625,472500.0,0.0,316,0.0039062499999999996,444000.0,0.0,295,0.0005859375,261000.0,0.0,174,0.0,274500.0,0.0,185
287,287,1434000.0,1434000.0,0.0,956,956,0,0.0,0.007421875,0.0029296875,0.0027413415718004295,0.5332663463118144,0.9255085590220112,0.15271966527196623,956,17163.767581451324,15897.755670696497,35077.72719244659,42346.64532271624,46573.07048741806,49280.34064882994,0,0,0.0,0,0,0,0,956,1434000.0,19996.0,0.00234375,435000.0,0.0,293,0.007421875,481500.0,0.0,317,0.0,243000.0,0.0,163,0.001953125,274500.0,0.0,181
288,288,1354500.0,1354500.0,0.0,903,903,0,0.0,0.00234375,0.0013183593749999999,0.0010461076799623316,0.6138690587925619,0.9377475446787957,0.1398117386489477,903,15114.637162943549,14265.237360358238,31740.112992960214,42488.73835448981,46756.27485344977,47693.63472574949,0,0,0.0,0,0,0,0,903,1354500.0,19720.0,0.00234375,405000.0,0.0,270,0.00234375,442500.0,0.0,301,0.0,234000.0,0.0,156,0.0005859375,273000.0,0.0,183
289,289,1390500.0,1390500.0,0.0,927,927,0,0.0,0.00234375,0.0010253906249999998,0.0010461076799623316,0.4904778688854839,0.9463767317900487,0.12756202804746475,927,13257.129695982738,12743.592616200447,26319.14706071614,30217.865565439464,31948.046595194388,33456.01673614979,0,0,0.0,0,0,0,0,927,1390500.0,22872.0,0.0017578124999999998,411000.0,0.0,275,0.00234375,447000.0,0.0,298,0.0,255000.0,0.0,170,0.0,277500.0,0.0,186
290,290,1477500.0,1477500.0,0.0,985,985,0,0.0,0.00234375,0.0010253906249999998,0.0010461076799623316,0.4904778688854839,0.9578458008695618,0.11243654822335003,985,13502.15185995701,12695.295423150063,26915.98595645427,30351.289396514887,33977.6611562643,34101.4337708354,0,0,0.0,0,0,0,0,985,1477500.0,20888.0,0.0017578124999999998,427500.0,0.0,285,0.00234375,463500.0,0.0,309,0.0,283500.0,0.0,189,0.0,303000.0,0.0,202
291,291,1404000.0,1404000.0,0.0,936,936,0,0.0,0.001171875,0.0005859375,0.0005859375,0.5008533327119551,0.9461243390814528,0.1271367521367519,936,14119.287571931178,13461.71503764391,28227.31332567334,32431.59698500037,35818.44924236724,37358.67411959171,0,0,0.0,0,0,0,0,936,1404000.0,20712.0,0.001171875,402000.0,0.0,269,0.001171875,462000.0,0.0,310,0.0,267000.0,0.0,178,0.0,273000.0,0.0,182
292,292,1332000.0,1332000.0,0.0,888,888,0,0.0,0.0005859375,0.00029296875,0.00029296875,0.5017066616956521,0.9599439039354896,0.10923423423423406,888,13366.35372821953,12720.372644931078,26730.410072696206,29761.667478753327,31295.63077881653,32079.891434431076,0,0,0.0,0,0,0,0,888,1332000.0,18480.0,0.0005859375,382500.0,0.0,256,0.0005859375,417000.0,0.0,279,0.0,259500.0,0.0,173,0.0,273000.0,0.0,182
293,293,1315500.0,1315500.0,0.0,877,877,0,0.0,0.0015625,0.000390625,0.0006765823467065928,0.25096061321959817,0.9629857316712825,0.10518814139110577,877,13276.458238722456,12772.395864486694,26246.410497462748,29526.14103083849,34161.64019401838,34671.5932623744,0,0,0.0,0,0,0,0,877,1315500.0,20036.0,0.0,354000.0,0.0,237,0.0015625,423000.0,0.0,281,0.0,265500.0,0.0,177,0.0,273000.0,0.0,182
294,294,1315500.0,1315500.0,0.0,877,877,0,0.0,0.001171875,0.00029296875,0.0005074367600299445,0.2512810894680834,0.9567090251414299,0.11602052451539313,877,13568.934097543342,12997.993236601353,26586.63449614048,29433.969496090413,32142.93077267624,32565.080955266953,0,0,0.0,0,0,0,0,877,1315500.0,20304.0,0.0,370500.0,0.0,247,0.001171875,421500.0,0.0,281,0.0,250500.0,0.0,167,0.0,273000.0,0.0,182
295,295,1413000.0,1413000.0,0.0,942,942,0,0.0,0.001953125,0.000634765625,0.0007978581366390718,0.3882253748643068,0.9275297482167795,0.1470276008492566,942,15194.061730146472,14367.976715505123,30051.61003065109,36471.42530655205,39792.438505248836,41777.446993649006,0,0,0.0,0,0,0,0,942,1413000.0,20204.0,0.001953125,454500.0,0.0,301,0.0005859375,447000.0,0.0,299,0.0,234000.0,0.0,156,0.0,277500.0,0.0,185
296,296,1456500.0,1456500.0,0.0,971,971,0,0.0,0.001171875,0.00078125,0.0004580484140452568,0.7446621747991609,0.9440077936329303,0.13311019567456217,971,15521.990506227672,14615.987023353577,31358.90066176653,37577.40035684703,41367.78501350045,41398.40006160736,0,0,0.0,0,0,0,0,971,1456500.0,26712.0,0.001171875,472500.0,0.0,315,0.0,427500.0,0.0,286,0.0009765625,256500.0,0.0,170,0.0009765625,300000.0,0.0,199
