time_interval,epoch,total_B_gen,total_B_adm,total_B_drop,total_N_gen,total_N_adm,total_N_drop,drop_ratio,P_q_max,P_q_mean,P_q_std,fairness_P,fairness_B,imbalance_B,lat_n,lat_mean_ns,lat_p50_ns,lat_p95_ns,lat_p99_ns,lat_p999_ns,lat_max_ns,reassignments,pred_risk_max,pcie_drop_pkts,P_q[0],B_q_gen[0],B_q_drop[0],K_q[0],P_q[1],B_q_gen[1],B_q_drop[1],K_q[1],P_q[2],B_q_gen[2],B_q_drop[2],K_q[2],P_q[3],B_q_gen[3],B_q_drop[3],K_q[3]
1028,1028,148500.0,148500.0,0.0,99,99,0,0.0,0.049023437499999996,0.016162109374999997,0.01905191846984423,0.418484820705566,0.8810679611650486,0.20454545454545192,99,30605.106342937685,6321.08391866833,78537.06893034167,79618.5886454039,80171.56230353468,80233.00382110476,0,0.08429090478938876,0,0.049023437499999996,55500.0,0.0,30,0.0078125,42000.0,0.0,20,0.0048828125,33000.0,0.0,17,0.0029296875,18000.0,0.0,9
1029,1029,105000.0,105000.0,0.0,70,70,0,0.0,0.04453125,0.011425781250000001,0.01911943781133953,0.2631718203078935,0.8775071633237822,0.20714285714285374,70,31272.34342394088,6209.634265717119,78781.33993353098,79832.62321937793,80550.57740936238,80630.35009713843,0,0.00985957905617,0,0.04453125,40500.0,0.0,30,0.001171875,28500.0,0.0,25,0.0,22500.0,0.0,20,0.0,13500.0,0.0,12
1030,1030,100500.0,100500.0,0.0,67,67,0,0.0,0.041015625,0.01025390625,0.01776028660104806,0.25003657232015253,0.8801960784313726,0.20522388059701124,67,30281.457499318436,6704.507740072906,77994.34952593483,79512.91472207695,80011.51537760602,80066.91545044258,0,0.001954820522862805,0,0.041015625,37500.0,0.0,31,0.0,28500.0,0.0,21,0.0,22500.0,0.0,15,0.0,12000.0,0.0,8
1031,1031,153000.0,153000.0,0.0,102,102,0,0.0,0.0498046875,0.015625,0.019761822602390684,0.38467317806160783,0.8793103448275862,0.20588235294117396,102,30805.86669063758,6092.953575303778,78053.00560653153,79180.78684091613,79899.41957373038,79979.97706858814,0,0.09130759895471346,0,0.0498046875,58500.0,0.0,30,0.005859375,42000.0,0.0,22,0.00390625,33000.0,0.0,18,0.0029296875,19500.0,0.0,10
1032,1032,100500.0,100500.0,0.0,67,67,0,0.0,0.0427734375,0.010986328125,0.018358530877369838,0.2637123572804192,0.8801960784313726,0.20522388059701124,67,29884.992807059425,6024.686656348407,77437.59221300445,78323.42207492716,78577.50603779872,78605.7375892289,0,0.0,0,0.0427734375,37500.0,0.0,31,0.001171875,28500.0,0.0,23,0.0,22500.0,0.0,19,0.0,12000.0,0.0,11
1033,1033,106500.0,106500.0,0.0,71,71,0,0.0,0.0416015625,0.010400390625,0.018014004981063033,0.25003605720467204,0.868538938662991,0.2147887323943627,71,31606.338009361072,6603.641935762018,77866.10826819949,79375.15927169696,79566.20479956926,79587.43208044395,0,0.02052331886479966,0,0.0416015625,42000.0,0.0,30,0.0,28500.0,0.0,21,0.0,22500.0,0.0,15,0.0,13500.0,0.0,9
1034,1034,148500.0,148500.0,0.0,99,99,0,0.0,0.047460937499999994,0.014550781249999999,0.019079992054551746,0.3677245171762679,0.8810679611650486,0.20454545454545192,99,30736.485820957056,6118.3901623524725,79291.44323412814,80377.5992283509,80947.24087307291,81010.53438915312,0,0.07438859415355782,0,0.047460937499999994,55500.0,0.0,31,0.005859375,42000.0,0.0,22,0.00390625,33000.0,0.0,18,0.0009765625,18000.0,0.0,11
1035,1035,108000.0,108000.0,0.0,72,72,0,0.0,0.046093749999999996,0.01181640625,0.019795815551638486,0.262725885531472,0.8594164456233422,0.22222222222221877,72,33200.54804192302,6264.66428004019,80729.04313222077,81899.05780366753,82167.02521236273,82196.79936888441,0,0.01656967018655232,0,0.046093749999999996,43500.0,0.0,28,0.001171875,28500.0,0.0,23,0.0,22500.0,0.0,19,0.0,13500.0,0.0,10
1036,1036,102000.0,102000.0,0.0,68,68,0,0.0,0.042187499999999996,0.010791015624999999,0.018131152457100112,0.261592115261015,0.885145482388974,0.1985294117647023,68,31377.031060684967,5769.820626851171,82099.39796939175,83374.97561435767,83611.12385075762,83637.36254369095,0,0.0,0,0.042187499999999996,37500.0,0.0,31,0.0,28500.0,0.0,21,0.0009765625,24000.0,0.0,15,0.0,12000.0,0.0,8
1037,1037,154500.0,154500.0,0.0,103,103,0,0.0,0.05390625,0.015820312500000003,0.02203355276640074,0.3401685029163967,0.8625203252032521,0.22087378640776456,103,33682.99857110961,6101.851104982197,83155.05195814594,85138.92145447872,85848.944354349,85928.19303597882,0,0.0960603360984229,0,0.05390625,61500.0,0.0,29,0.0048828125,42000.0,0.0,23,0.003515625,31500.0,0.0,18,0.0009765625,19500.0,0.0,12
1038,1038,100500.0,100500.0,0.0,67,67,0,0.0,0.0462890625,0.01171875,0.019960612613549793,0.25634997352654565,0.8801960784313726,0.20522388059701124,67,32148.28317537559,6035.757700730115,83280.37941118963,84388.1653313005,84511.237023161,84524.91165558994,0,0.0,0,0.0462890625,37500.0,0.0,30,0.0005859375,28500.0,0.0,23,0.0,22500.0,0.0,19,0.0,12000.0,0.0,9
1039,1039,127500.0,127500.0,0.0,85,85,0,0.0,0.0501953125,0.0146484375,0.02053523092708031,0.3372403249497886,0.8688071188071188,0.20882352941176197,85,33861.648427655855,6169.909008786082,82888.93130401746,84019.96625243216,84378.9745770485,84418.86439089477,0,0.052305639529551355,0,0.0501953125,51000.0,0.0,30,0.0025390624999999997,31500.0,0.0,19,0.00390625,28500.0,0.0,15,0.001953125,16500.0,0.0,9
1040,1040,129000.0,129000.0,0.0,86,86,0,0.0,0.049609375,0.013769531249999998,0.020733735109874567,0.30607041347532477,0.876303317535545,0.2093023255813926,86,33014.449980453435,6474.619958808646,85072.230558509,86242.1531825712,86907.87217311388,86981.84094984084,0,0.03526341168438086,0,0.049609375,48000.0,0.0,31,0.0037109375,37500.0,0.0,23,0.0017578124999999998,28500.0,0.0,20,0.0,15000.0,0.0,12
1041,1041,106500.0,106500.0,0.0,71,71,0,0.0,0.048046874999999996,0.012158203125,0.020721715102185026,0.256117718179041,0.8567301155676411,0.22183098591548944,71,35053.79036310205,6402.06998481974,83619.8527621571,84909.71723940336,85000.4587695719,85010.54116181284,0,0.017432664477581714,0,0.048046874999999996,43500.0,0.0,31,0.0005859375,27000.0,0.0,22,0.0,22500.0,0.0,18,0.0,13500.0,0.0,9
1042,1042,147000.0,147000.0,0.0,98,98,0,0.0,0.054882812499999996,0.01826171875,0.021203103770369807,0.42587991718426504,0.8807776962582539,0.20408163265305856,98,33208.895272709015,6379.567510895431,84936.43835113756,85562.63705537815,86458.42328494636,86557.95508823171,0,0.06639666509179039,0,0.054882812499999996,55500.0,0.0,30,0.0083984375,40500.0,0.0,19,0.005859375,33000.0,0.0,16,0.00390625,18000.0,0.0,8
1043,1043,108000.0,108000.0,0.0,72,72,0,0.0,0.050976562499999996,0.014062499999999999,0.02132844694125152,0.30299842188321935,0.8628495339547271,0.21527777777777435,72,35027.08099674139,6427.144553186372,85304.83015513066,86758.37500987634,87122.79347208633,87163.28441233188,0,0.013195667199992295,0,0.050976562499999996,43500.0,0.0,31,0.0029296875,27000.0,0.0,22,0.0017578124999999998,24000.0,0.0,19,0.0005859375,13500.0,0.0,12
1044,1044,102000.0,102000.0,0.0,68,68,0,0.0,0.048046874999999996,0.012158203125,0.020721715102185026,0.256117718179041,0.8757575757575757,0.20588235294117285,68,34149.85242655484,6253.6258556153625,87155.2914428182,88143.37922427178,88434.21575881144,88466.53092931584,0,0.00040759821631470954,0,0.048046874999999996,39000.0,0.0,31,0.0005859375,27000.0,0.0,22,0.0,24000.0,0.0,19,0.0,12000.0,0.0,9
1045,1045,153000.0,153000.0,0.0,102,102,0,0.0,0.0568359375,0.018994140625,0.021907400930864764,0.4291333446769893,0.8635458167330677,0.2205882352941151,102,35139.95215885768,6304.674782129005,87311.8950526759,89338.9558072973,90137.79872374411,90226.49445591867,0,0.0880982400657645,0,0.0568359375,60000.0,0.0,31,0.0083984375,42000.0,0.0,20,0.0068359375,33000.0,0.0,15,0.00390625,18000.0,0.0,8
1046,1046,102000.0,102000.0,0.0,68,68,0,0.0,0.050976562499999996,0.013916015624999998,0.021422306916204437,0.2967685211798558,0.8757575757575757,0.20588235294117285,68,34907.34916385296,6454.0226583741605,88865.64861492738,89985.51133817236,90330.42734272573,90368.75134323165,0,0.0,0,0.050976562499999996,39000.0,0.0,30,0.0029296875,27000.0,0.0,22,0.0017578124999999998,24000.0,0.0,20,0.0,12000.0,0.0,12
1047,1047,103500.0,103500.0,0.0,69,69,0,0.0,0.04921875,0.012451171875,0.021229118858735293,0.2559720941034763,0.8631254532269761,0.22101449275361973,69,35644.22371835742,5917.549019798636,89361.37216552197,90337.78756798357,90436.63202333405,90447.61474059522,0,0.01101421071872782,0,0.04921875,40500.0,0.0,30,0.0005859375,28500.0,0.0,23,0.0,22500.0,0.0,18,0.0,12000.0,0.0,8
1048,1048,150000.0,150000.0,0.0,100,100,0,0.0,0.05703125,0.01904296875,0.021991745180387608,0.4285086434222092,0.8784258608573436,0.2049999999999974,100,35090.905303462074,6270.429274147376,89514.3248817578,91172.19416437585,91273.50470217271,91284.76142859459,0,0.07995744170884365,0,0.05703125,57000.0,0.0,30,0.0083984375,40500.0,0.0,19,0.0068359375,34500.0,0.0,16,0.00390625,18000.0,0.0,8
1049,1049,103500.0,103500.0,0.0,69,69,0,0.0,0.0521484375,0.014208984375,0.021940895013488393,0.2954820717498879,0.8631254532269761,0.22101449275361973,69,36160.300649975194,6449.727506492287,90607.15627015084,91074.51027033522,91720.17390944404,91791.91431378946,0,0.005129509054325242,0,0.0521484375,40500.0,0.0,30,0.0035156249999999997,28500.0,0.0,22,0.001171875,22500.0,0.0,20,0.0,12000.0,0.0,12
1050,1050,102000.0,102000.0,0.0,68,68,0,0.0,0.0498046875,0.012451171875,0.021566062301272643,0.25003011825173754,0.8757575757575757,0.20588235294117285,68,35684.444587592036,6353.420171219856,90631.9257052675,91562.30492248159,91844.39039848238,91875.73322914913,0,0.006395402703785126,0,0.0498046875,39000.0,0.0,30,0.0,27000.0,0.0,24,0.0,24000.0,0.0,18,0.0,12000.0,0.0,8
1051,1051,151500.0,151500.0,0.0,101,101,0,0.0,0.0576171875,0.018798828125,0.022454302263820832,0.4120795107033639,0.8695022161609274,0.21534653465346287,101,35913.80373135917,6572.180634692311,90321.59435050562,91786.74296471477,92137.27392939256,92176.22181435674,0,0.08834600403888505,0,0.0576171875,58500.0,0.0,31,0.0078125,42000.0,0.0,20,0.005859375,33000.0,0.0,16,0.00390625,18000.0,0.0,8
1052,1052,102000.0,102000.0,0.0,68,68,0,0.0,0.052734375,0.013916015625,0.022420724447151735,0.2781130366799928,0.8757575757575757,0.20588235294117285,68,35478.35562723453,6087.912251921371,90566.67063081656,91456.28546717539,91866.22292781003,91911.77153454721,0,0.0,0,0.052734375,39000.0,0.0,29,0.0017578124999999998,27000.0,0.0,23,0.001171875,24000.0,0.0,20,0.0,12000.0,0.0,12
1053,1053,103500.0,103500.0,0.0,69,69,0,0.0,0.050390625,0.01259765625,0.021819780681287617,0.25002976803255905,0.8631254532269761,0.22101449275361973,69,35835.96370601184,6330.950061883777,88856.03689394593,90211.68728259548,90821.56236583737,90889.32626397535,0,0.014612329351764316,0,0.050390625,40500.0,0.0,31,0.0,28500.0,0.0,22,0.0,22500.0,0.0,17,0.0,12000.0,0.0,8
1054,1054,150000.0,150000.0,0.0,100,100,0,0.0,0.057226562499999994,0.018212890625,0.022623130004487686,0.3932463905753598,0.8784258608573436,0.2049999999999974,100,35410.36082048025,6057.7051723487675,90823.80214102827,92122.98097066034,92385.95968742539,92415.17954484373,0,0.0828329691339834,0,0.057226562499999994,57000.0,0.0,31,0.0078125,40500.0,0.0,19,0.005859375,34500.0,0.0,17,0.001953125,18000.0,0.0,10
1055,1055,103500.0,103500.0,0.0,69,69,0,0.0,0.0521484375,0.013916015625,0.022089047202564865,0.28413689290608685,0.8631254532269761,0.22101449275361973,69,36426.34675547421,6710.655408453196,90288.78236847892,91334.41601708262,91647.3052186099,91682.07068544626,0,0.006776062421841993,0,0.0521484375,40500.0,0.0,31,0.00234375,28500.0,0.0,23,0.001171875,22500.0,0.0,19,0.0,12000.0,0.0,10
1056,1056,103500.0,103500.0,0.0,69,69,0,0.0,0.0498046875,0.012451171875,0.021566062301272643,0.25003011825173754,0.8797117516629712,0.19927536231883702,69,35857.35827174702,6061.818937368691,92168.1489008449,93531.99390923246,93746.37429975794,93770.19434314966,0,0.0076662861170215405,0,0.0498046875,39000.0,0.0,30,0.0,27000.0,0.0,22,0.0,25500.0,0.0,19,0.0,12000.0,0.0,8
1057,1057,150000.0,150000.0,0.0,100,100,0,0.0,0.05859375,0.018310546875,0.023298487074689688,0.38182188433342384,0.8686587908269632,0.21499999999999742,100,36990.768713220656,6369.95853859745,92734.0933573002,94981.9882347802,95446.63077734293,95498.25772651657,0,0.08957349414278754,0,0.05859375,58500.0,0.0,30,0.0068359375,40500.0,0.0,20,0.0048828125,33000.0,0.0,17,0.0029296875,18000.0,0.0,9
1058,1058,103500.0,103500.0,0.0,69,69,0,0.0,0.052734375,0.013916015625,0.022428379510990394,0.2779759845491167,0.8797117516629712,0.19927536231883702,69,36965.38874906539,6474.11928152293,95445.24008336962,96261.71047976121,96343.63163225602,96352.73398253322,0,0.00015452925096973635,0,0.052734375,39000.0,0.0,30,0.00234375,27000.0,0.0,21,0.0005859375,25500.0,0.0,21,0.0,12000.0,0.0,11
1059,1059,105000.0,105000.0,0.0,70,70,0,0.0,0.050976562499999996,0.012744140624999999,0.022073499061302584,0.25002942586455407,0.8687943262411347,0.21428571428571086,70,37789.74424669269,6759.618871442974,94970.12373182252,96213.4230382739,96294.41684452032,96303.41615632549,0,0.01531729048272496,0,0.050976562499999996,40500.0,0.0,30,0.0,28500.0,0.0,23,0.0,24000.0,0.0,17,0.0,12000.0,0.0,8
1060,1060,153000.0,153000.0,0.0,102,102,0,0.0,0.059765624999999996,0.018359374999999997,0.023968990001446724,0.3697612621095139,0.8822930800542741,0.20098039215686025,102,37536.50618737867,6233.546296712011,98063.78191892616,99192.12516057472,99917.79317535252,99999.22525475174,0,0.08382847107877278,0,0.059765624999999996,57000.0,0.0,29,0.0068359375,42000.0,0.0,21,0.0048828125,36000.0,0.0,19,0.001953125,18000.0,0.0,10
1061,1061,102000.0,102000.0,0.0,68,68,0,0.0,0.053906249999999996,0.014208984374999999,0.022935449243490575,0.27736502455531503,0.8757575757575757,0.20588235294117285,68,38599.643142406334,6418.243740994483,97978.40238916148,99661.55133549855,99833.27855378985,99852.3593558222,0,0.0015212832441331907,0,0.053906249999999996,39000.0,0.0,30,0.00234375,27000.0,0.0,21,0.0005859375,24000.0,0.0,20,0.0,12000.0,0.0,10
1062,1062,106500.0,106500.0,0.0,71,71,0,0.0,0.0515625,0.012890625,0.022327217441317555,0.2500290914732454,0.8881254404510218,0.19366197183098266,71,36271.49585132353,6127.2199026905,98960.12460351735,100226.4739243228,100831.93251567546,100899.20569249243,0,0.0038127438162785794,0,0.0515625,37500.0,0.0,29,0.0,31500.0,0.0,25,0.0,25500.0,0.0,18,0.0,12000.0,0.0,8
1063,1063,151500.0,151500.0,0.0,101,101,0,0.0,0.061328125,0.01875,0.02462448382925867,0.36700316588017445,0.8724769072870339,0.21039603960395792,101,39136.95933471631,6229.405528008938,99287.21007785574,100299.96570803598,101066.55693362691,101151.73373647034,0,0.09400671014789194,0,0.061328125,58500.0,0.0,29,0.0068359375,40500.0,0.0,20,0.00390625,34500.0,0.0,19,0.0029296875,18000.0,0.0,9
1064,1064,105000.0,105000.0,0.0,70,70,0,0.0,0.0544921875,0.013916015625,0.02343154831658487,0.2607664549551566,0.8889695210449927,0.1928571428571395,70,36644.52480854818,5741.049466481432,98906.65502256845,100156.89435341813,100822.72077645571,100896.70149012655,0,0.0,0,0.0544921875,37500.0,0.0,30,0.001171875,30000.0,0.0,25,0.0,25500.0,0.0,21,0.0,12000.0,0.0,11
1065,1065,105000.0,105000.0,0.0,70,70,0,0.0,0.0533203125,0.013330078125,0.02308837258136248,0.25002813239570354,0.8687943262411347,0.21428571428571086,70,39057.806301378034,6142.87943642959,98947.14147737362,100580.36610274427,101263.77967744958,101339.7145190835,0,0.019519948992771728,0,0.0533203125,40500.0,0.0,29,0.0,28500.0,0.0,21,0.0,24000.0,0.0,16,0.0,12000.0,0.0,8
1066,1066,150000.0,150000.0,0.0,100,100,0,0.0,0.0611328125,0.018701171875,0.02452061708193449,0.36775589406231507,0.8871540099361249,0.1949999999999974,100,37989.169343892594,5916.007122952491,99502.84520832411,101179.10214154446,101691.20083023908,101748.10068453848,0,0.08230513368952912,0,0.0611328125,55500.0,0.0,29,0.005859375,40500.0,0.0,21,0.0048828125,36000.0,0.0,19,0.0029296875,18000.0,0.0,9
1067,1067,106500.0,106500.0,0.0,71,71,0,0.0,0.055078125,0.014208984375,0.023599446600551775,0.26607089393581307,0.8697377501725327,0.2147887323943627,71,38726.0972302991,6399.347483217716,98700.01894879341,100195.79996233694,100197.11150620978,100197.25723330677,0,0.011491444091831048,0,0.055078125,40500.0,0.0,32,0.001171875,30000.0,0.0,24,0.0005859375,24000.0,0.0,20,0.0,12000.0,0.0,11
1068,1068,106500.0,106500.0,0.0,71,71,0,0.0,0.0544921875,0.01376953125,0.02351245339128903,0.2553942691435374,0.8745662734212353,0.2007042253521094,71,38959.09924829473,6754.4788420163095,99529.92885558866,100770.33059759252,101151.36623299625,101193.70352581888,0,0.018180407886188625,0,0.0544921875,40500.0,0.0,28,0.0,27000.0,0.0,20,0.0005859375,27000.0,0.0,18,0.0,12000.0,0.0,8
1069,1069,153000.0,153000.0,0.0,102,102,0,0.0,0.0623046875,0.017919921874999998,0.02571026827446328,0.3269717873280791,0.8698996655518395,0.21568627450980138,102,38989.81664420332,5869.217632899061,99587.52427606507,100693.42103794325,100808.91445072033,100821.52609783038,0,0.09151852394127938,0,0.0623046875,58500.0,0.0,31,0.005859375,43500.0,0.0,23,0.003515625,33000.0,0.0,19,0.0,18000.0,0.0,12
1070,1070,102000.0,102000.0,0.0,68,68,0,0.0,0.056835937499999996,0.014501953125,0.024442707804440005,0.26036919349376236,0.8757575757575757,0.20588235294117285,68,39744.650638659485,6300.084913613275,101208.41973480248,102167.12005924586,102536.29433243588,102577.31369612366,0,0.0022591844743021193,0,0.056835937499999996,39000.0,0.0,30,0.0005859375,27000.0,0.0,23,0.0005859375,24000.0,0.0,19,0.0,12000.0,0.0,8
1071,1071,127500.0,127500.0,0.0,85,85,0,0.0,0.058789062499999996,0.016455078124999998,0.02445246003925649,0.31169789985618457,0.8713217559093102,0.20882352941176197,85,40026.615369097315,5712.88558196649,101520.51001758353,103835.84690122739,104407.23306518837,104470.72041673958,0,0.0531741270463578,0,0.058789062499999996,49500.0,0.0,31,0.0015625,33000.0,0.0,21,0.003515625,30000.0,0.0,17,0.001953125,15000.0,0.0,8
1072,1072,130500.0,130500.0,0.0,87,87,0,0.0,0.0609375,0.016845703124999997,0.025487860314412084,0.30402298850574705,0.87,0.2155172413793076,87,40762.3958760494,6223.229080390185,104209.87889860384,105117.34811292052,105889.31394716,105975.08792874217,0,0.048871524564584885,0,0.0609375,49500.0,0.0,30,0.0041015625,37500.0,0.0,22,0.0017578124999999998,28500.0,0.0,20,0.0005859375,15000.0,0.0,11
1073,1073,106500.0,106500.0,0.0,71,71,0,0.0,0.057421875,0.0146484375,0.02469988934573202,0.26021759659278737,0.8697377501725327,0.2147887323943627,71,40396.01264585014,6447.175725355744,102881.29432618059,104093.60384012871,104720.94823736224,104790.65317038819,0,0.011066471423538823,0,0.057421875,40500.0,0.0,31,0.001171875,30000.0,0.0,23,0.0,24000.0,0.0,19,0.0,12000.0,0.0,9
1074,1074,147000.0,147000.0,0.0,98,98,0,0.0,0.065234375,0.020751953125,0.025711751956842333,0.3944569651545725,0.8833701250919794,0.19897959183673208,98,40868.46343418952,6236.962814036757,105564.98288841415,107271.62635095071,107756.1667709172,107810.00459535792,0,0.07575749379300557,0,0.065234375,55500.0,0.0,29,0.00703125,39000.0,0.0,20,0.0068359375,34500.0,0.0,16,0.00390625,18000.0,0.0,8
1075,1075,109500.0,109500.0,0.0,73,73,0,0.0,0.0609375,0.01640625,0.025731263686577913,0.28904106665618606,0.8622977346278318,0.22260273972602418,73,41360.68414733732,6568.684121128172,105288.0058861874,106325.72607781157,106716.37151559422,106759.77656423673,0,0.015192759453263075,0,0.0609375,42000.0,0.0,30,0.0029296875,31500.0,0.0,24,0.0017578124999999998,24000.0,0.0,20,0.0,12000.0,0.0,12
1076,1076,102000.0,102000.0,0.0,68,68,0,0.0,0.057421875,0.01435546875,0.02486440124146728,0.25002612290387743,0.885145482388974,0.1985294117647023,68,39760.2717082638,5842.420689141378,105468.89670762159,106563.19756796528,106640.7771494835,106649.39710298553,0,0.0027575416663490025,0,0.057421875,37500.0,0.0,31,0.0,28500.0,0.0,24,0.0,24000.0,0.0,19,0.0,12000.0,0.0,8
1077,1077,159000.0,159000.0,0.0,106,106,0,0.0,0.069140625,0.02216796875,0.02717529724576178,0.3995549214521657,0.8685837971552257,0.21698113207546932,106,40879.39452875209,6371.887456109747,106033.0396175785,106493.45387399607,106969.83214461256,107025.19702212512,0,0.09882380244090312,0,0.069140625,60000.0,0.0,28,0.0087890625,46500.0,0.0,22,0.0068359375,34500.0,0.0,16,0.00390625,18000.0,0.0,8
1078,1078,105000.0,105000.0,0.0,70,70,0,0.0,0.0615234375,0.016699218749999998,0.025892537683479957,0.29376130198915,0.886396526772793,0.19999999999999662,70,40239.51160587929,6310.034476337954,105221.19808834288,106822.79958656516,107339.7215905846,107397.15736880898,0,0.0034017724460228458,0,0.0615234375,39000.0,0.0,31,0.0029296875,30000.0,0.0,24,0.0017578124999999998,22500.0,0.0,19,0.0005859375,13500.0,0.0,12
1079,1079,111000.0,111000.0,0.0,74,74,0,0.0,0.0609375,0.015234375,0.026386711521557117,0.2500246157885403,0.8482032218091697,0.23648648648648307,74,42804.177172182026,6300.04541916959,106575.41080256645,108843.78637985219,109413.62697418378,109476.94259577617,0,0.031306610320075624,0,0.0609375,43500.0,0.0,30,0.0,33000.0,0.0,27,0.0,22500.0,0.0,18,0.0,12000.0,0.0,9
1080,1080,153000.0,153000.0,0.0,102,102,0,0.0,0.06875,0.0220703125,0.027006500026867088,0.40042648603728614,0.8852961198093942,0.20098039215686025,102,41438.013974464775,6264.461210049689,108225.45893681329,109332.77570259318,109670.99980105758,109708.39714480564,0,0.08417197423553266,0,0.06875,57000.0,0.0,30,0.0087890625,43500.0,0.0,20,0.0068359375,33000.0,0.0,15,0.00390625,19500.0,0.0,9
1081,1081,109500.0,109500.0,0.0,73,73,0,0.0,0.06328125,0.0169921875,0.02674533525240751,0.2875789867120199,0.8556518946692357,0.22945205479451714,73,43046.21614059505,7196.760813750327,108230.90157765074,109942.57350332066,110499.7788901949,110561.69059984758,0,0.016350209006861037,0,0.06328125,42000.0,0.0,32,0.0029296875,33000.0,0.0,26,0.0017578124999999998,22500.0,0.0,19,0.0,12000.0,0.0,12
1082,1082,103500.0,103500.0,0.0,69,69,0,0.0,0.0603515625,0.015087890625,0.02613299314154214,0.250024854780738,0.8942524417731029,0.192028985507243,69,40875.36549126308,6671.965570367873,108589.05491771028,109799.92365099817,110124.55046520416,110160.62011122704,0,0.004091086744041282,0,0.0603515625,37500.0,0.0,30,0.0,30000.0,0.0,25,0.0,22500.0,0.0,18,0.0,13500.0,0.0,9
1083,1083,160500.0,160500.0,0.0,107,107,0,0.0,0.07109375,0.02216796875,0.02828105441705506,0.380579928506012,0.8686646433990896,0.21728971962616583,107,43199.2419549327,6135.448826663196,110159.0017674923,111667.63338801876,112273.5482480509,112341.12358488142,0,0.10479995058563821,0,0.07109375,61500.0,0.0,30,0.0078125,46500.0,0.0,23,0.005859375,33000.0,0.0,16,0.00390625,19500.0,0.0,9
1084,1084,106500.0,106500.0,0.0,71,71,0,0.0,0.06386718749999999,0.016845703125,0.02716051011641599,0.27782103464013946,0.9060028756290438,0.17957746478872916,71,39946.91143113611,5623.96202147007,110162.4116190318,111482.30209763198,112007.60677272477,112065.97395884618,0,0.0,0,0.06386718749999999,37500.0,0.0,30,0.00234375,31500.0,0.0,25,0.001171875,22500.0,0.0,19,0.0,15000.0,0.0,14
1085,1085,112500.0,112500.0,0.0,75,75,0,0.0,0.06328125,0.0158203125,0.027401585041617004,0.2500237040782629,0.8538251366120219,0.22999999999999665,75,45759.656055302374,6291.378639291972,112800.8165000774,115037.47709192664,115528.82536759149,115583.41962044314,0,0.03913166007052399,0,0.06328125,45000.0,0.0,31,0.0,31500.0,0.0,25,0.0,22500.0,0.0,17,0.0,13500.0,0.0,9
1086,1086,151500.0,151500.0,0.0,101,101,0,0.0,0.069140625,0.021435546875,0.027580025150876816,0.37658178379096613,0.8951386451386452,0.1905940594059381,101,41470.63626141459,5745.267373662442,112925.3810075,114739.55543202162,115507.90986055136,115593.28257483244,0,0.07353440947578019,0,0.069140625,54000.0,0.0,30,0.0078125,45000.0,0.0,22,0.0048828125,33000.0,0.0,17,0.00390625,19500.0,0.0,9
1087,1087,111000.0,111000.0,0.0,74,74,0,0.0,0.065625,0.016992187500000002,0.028094465847039497,0.2678501572201994,0.8620906801007556,0.2229729729729697,74,45449.66506579241,6577.512957291678,113357.22470066938,114669.06535860627,115186.8646635634,115244.39791966975,0,0.02549614852164501,0,0.065625,43500.0,0.0,31,0.00234375,31500.0,0.0,25,0.0,22500.0,0.0,20,0.0,13500.0,0.0,13
1088,1088,103500.0,103500.0,0.0,69,69,0,0.0,0.0626953125,0.0158203125,0.02706435100753359,0.25468858702437047,0.8996598639455783,0.18478260869564878,69,40931.79093682453,6435.168250389397,113086.14632085412,114504.73652181624,115114.91041163601,115182.70751050487,0,0.0,0,0.0626953125,36000.0,0.0,29,0.0005859375,31500.0,0.0,24,0.0,22500.0,0.0,15,0.0,13500.0,0.0,9
1089,1089,159000.0,159000.0,0.0,106,106,0,0.0,0.0724609375,0.021923828125,0.02922105259925701,0.3601690070389823,0.8685837971552257,0.21698113207546932,106,45194.22778570642,6265.138014823198,115103.67887504678,117513.17146464865,118043.37262802513,118103.67146857083,0,0.10782233699480832,0,0.0724609375,61500.0,0.0,31,0.007421875,45000.0,0.0,23,0.0048828125,33000.0,0.0,17,0.0029296875,19500.0,0.0,10
1090,1090,103500.0,103500.0,0.0,69,69,0,0.0,0.064453125,0.01669921875,0.027587328879789715,0.26817386607382676,0.8996598639455783,0.18478260869564878,69,41712.3207814877,5605.08688730374,116638.7961563468,117868.88842147648,118128.11313714353,118156.91588332877,0,0.0,0,0.064453125,36000.0,0.0,31,0.00234375,31500.0,0.0,25,0.0,22500.0,0.0,20,0.0,13500.0,0.0,12
1091,1091,108000.0,108000.0,0.0,72,72,0,0.0,0.06328125,0.0158203125,0.027401585041617004,0.2500237040782629,0.8697986577181208,0.21527777777777435,72,46369.587547269235,5957.170277649537,117560.2887887912,118840.97809620388,119159.3815519521,119194.7597137019,0,0.030264107787773095,0,0.06328125,42000.0,0.0,30,0.0,30000.0,0.0,24,0.0,22500.0,0.0,15,0.0,13500.0,0.0,9
1092,1092,151500.0,151500.0,0.0,101,101,0,0.0,0.069140625,0.020947265625,0.027901460482200473,0.3604660728135944,0.8951386451386452,0.1905940594059381,101,43028.82193492504,5996.349968072027,116937.81212737039,118107.45443738252,118675.69731619395,118738.83541383967,0,0.07957490579515329,0,0.069140625,54000.0,0.0,30,0.0078125,45000.0,0.0,22,0.0048828125,33000.0,0.0,17,0.001953125,19500.0,0.0,11
